timestamp	x	y	z
4180	3.436	-4.125	9.236
4190	4.516	-4.156	9.645
4200	5.263	-4.077	9.806
4210	6.238	-3.677	9.554
4220	6.796	-3.139	9.363
4230	8.06	-3.313	9.31
4240	9.879	-4.415	9.423
4250	12.436	-5.506	10.431
4260	15.199	-6.548	11.506
4270	16.415	-8.679	12.217
4280	16.415	-10.927	12.607
4290	16.415	-12.739	11.838
4300	16.415	-14.872	8.178
4310	16.415	-17.331	5.163
4320	16.415	-19.254	-0.535
4330	16.415	-20.001	-6.609
4340	16.415	-20.3	-12.803
4350	-5.721	-14.877	-21.731
4360	-22.811	-3.536	-23.167
4370	-22.811	4.317	-23.167
4380	-22.811	9.876	-17.079
4390	-22.811	17.126	-17.84
4400	-22.811	16.635	-8.857
4410	-22.811	5.998	1.912
4420	-22.811	-2.092	8.211
4430	-22.811	-3.727	7.194
4440	-13.517	-4.02	4.479
4450	-5.599	-3.684	3.272
4460	-0.459	-1.913	2.475
4470	2.783	-0.821	3.621
4480	3.999	0.345	3.621
4490	4.519	0.613	3.7
4500	4.387	1.25	4.021
4510	2.984	2.294	4.261
4520	2.239	2.603	3.894
4530	1.545	2.849	3.751
4540	0.561	2.596	3.648
4550	-0.619	2.562	4.009
4560	-1.517	1.604	4.56
4570	-2.405	0.357	5.721
4580	-2.963	-1.17	6.497
4590	-3.231	-2.585	6.727
4600	-3.296	-3.625	7.253
4610	-3.049	-4.434	7.625
4620	-2.817	-4.987	8.19
4630	-2.997	-4.731	8.415
4640	-2.805	-3.933	8.518
4650	-2.547	-3.653	8.17
4660	-1.948	-3.83	7.725
4670	-0.634	-6.986	7.428
4680	1.011	-7.06	8.616
4690	-0.964	-4.537	9.566
4700	0.185	-4.139	9.693
4710	2.16	-4.269	9.427
4720	4.538	-4.841	9.77
4730	7.217	-6.107	10.567
4740	11.246	-9.756	11.68
4750	16.415	-14.001	14.252
4760	16.415	-20.523	16.059
4770	16.415	-20.523	16.059
4780	16.415	-20.523	16.05
4790	16.415	-20.523	9.133
4800	16.415	-20.523	2.489
4810	16.415	-20.523	-6.599
4820	16.377	-20.523	-15.185
4830	-4.038	-20.523	-23.167
4840	-22.811	-12.275	-23.167
4850	-22.811	-7.869	-23.167
4860	-22.811	1.245	-23.167
4870	-22.811	16.262	-23.167
4880	-22.811	18.703	-23.167
4890	-22.811	13.784	-17.764
4900	-22.811	6.455	-5.996
4910	-22.811	-1.647	-1.763
4920	-22.811	-2.02	-1.557
4930	-20.122	-2.226	-3.219
4940	-12.875	-1.604	-4.181
4950	-6.883	-0.459	-5.462
4960	-2.863	0.764	-5.445
4970	0.312	1.851	-5.074
4980	2.74	2.464	-4.615
4990	4.119	2.744	-3.7
5000	4.672	2.275	-2.738
5010	5.273	0.623	-1.658
5020	5.311	0.039	-0.207
5030	5.649	-0.998	0.825
5040	7.282	-3.919	1.9
5050	8.694	-6.545	3.542
5060	7.619	-8.537	4.936
5070	7.317	-11.379	6.583
5080	6.448	-15.342	8.556
5090	4.104	-17.188	10.991
5100	1.763	-17.631	12.332
5110	0.451	-17.978	12.595
5120	0.018	-18.325	12.581
5130	0.013	-16.762	12.822
5140	0.334	-14.906	11.585
5150	1.974	-12.773	10.51
5160	3.334	-11.662	9.423
5170	5.828	-12.282	8.939
5180	8.656	-14.446	9.042
5190	13.545	-19.419	9.372
5200	16.415	-20.523	10.629
5210	16.415	-20.523	12.051
5220	16.415	-20.523	13.289
5230	16.415	-20.523	9.427
5240	16.415	-20.523	0.928
5250	16.415	-20.523	-9.7
5260	8.462	-20.523	-15.884
5270	-14.106	-20.523	-23.167
5280	-22.811	-17.034	-23.167
5290	-22.811	-2.267	-23.167
5300	-22.811	16.216	-23.167
5310	-22.811	18.703	-23.167
5320	-22.811	18.703	-23.167
5330	-22.811	18.703	-16.037
5340	-22.811	14.363	-2.034
5350	-22.811	3.13	2.501
5360	-22.811	-0.835	0.94
5370	-14.901	-1.218	-1.069
5380	-6.502	-1.53	-1.957
5390	-0.2	-1.273	-1.713
5400	3.365	-0.845	-0.667
5410	5.335	0.426	0.918
5420	6.994	1.264	1.95
5430	7.684	1.114	2.592
5440	6.987	1.664	3.269
5450	6.276	1.64	3.432
5460	5.105	1.566	3.806
5470	4.059	-0.038	4.074
5480	2.045	-0.773	5.041
5490	0.791	-2.054	6.006
5500	-0.291	-3.162	6.801
5510	-1.445	-3.974	7.217
5520	-2.863	-3.991	7.672
5530	-3.619	-4.015	7.809
5540	-3.866	-3.874	7.902
5550	-4.081	-3.522	7.663
5560	-3.952	-2.664	7.38
5570	-3.523	-1.836	6.973
5580	-3.267	-1.585	6.329
5590	-2.135	-3.5	5.903
5600	-1.795	-3.864	6.272
5610	-2.867	-3.486	6.607
5620	-3.078	-3.687	7.265
5630	-2.662	-4.369	7.78
5640	-1.642	-5.346	8.065
5650	-0.873	-5.655	8.501
5660	0.587	-6.727	8.518
5670	3.166	-9.373	9.26
5680	7.011	-13.235	11.525
5690	11.677	-18.342	14.812
5700	16.415	-20.523	16.059
5710	16.415	-20.523	16.059
5720	16.415	-20.523	16.059
5730	16.415	-20.523	11.297
5740	16.415	-20.523	1.926
5750	16.415	-20.523	-6.791
5760	16.415	-20.523	-16.124
5770	0.166	-18.969	-23.167
5780	-22.811	-8.142	-23.167
5790	-22.811	4.446	-23.167
5800	-22.811	17.969	-23.167
5810	-22.811	18.703	-23.167
5820	-22.811	18.703	-22.428
5830	-22.811	18.703	-15.872
5840	-22.811	4.468	-2.163
5850	-22.811	-3.869	2.815
5860	-22.811	-4.893	0.897
5870	-20.211	-5.008	-2.153
5880	-13.11	-3.89	-3.805
5890	-7.246	-2.435	-4.531
5900	-2.592	-1.364	-5.275
5910	1.193	-0.127	-5.632
5920	4.2	0.742	-5.874
5930	7.385	-0.57	-5.601
5940	9.319	-1.24	-4.449
5950	8.85	-1	-3.128
5960	9.673	-3.361	-1.49
5970	10.327	-5.463	0.964
5980	9.623	-6.648	2.621
5990	9.324	-8.444	3.588
6000	8.179	-11.422	4.579
6010	6.039	-14.901	5.932
6020	3.257	-20.523	8.02
6030	0.377	-20.523	12.478
6040	-4.572	-20.523	15.717
6050	-6.08	-20.523	16.059
6060	-5.944	-20.523	15.729
6070	-4.685	-18.143	13.225
6080	-3.313	-13.11	10.134
6090	-2.073	-8.253	7.651
6100	-0.648	-4.312	5.724
6110	0.836	-1.728	4.486
6120	1.591	0.458	3.952
6130	1.562	2.026	3.451
6140	1.538	2.79	3.164
6150	1.04	2.897	3.394
6160	0.238	1.885	4.191
6170	-0.887	-0.16	5.905
6180	-0.231	-4.302	7.658
6190	2.036	-10.156	9.695
6200	6.681	-18.088	11.881
6210	13.303	-20.523	13.897
6220	16.415	-20.523	15.059
6230	16.415	-20.523	14.259
6240	16.415	-20.523	9.138
6250	16.415	-20.523	0.349
6260	12.431	-20.523	-9.791
6270	1.543	-20.523	-20.486
6280	-21.446	-20.523	-23.167
6290	-22.811	-11.341	-23.167
6300	-22.811	-3.39	-23.167
6310	-22.811	4.437	-23.167
6320	-22.811	17.411	-20.029
6330	-22.811	18.703	-15.405
6340	-22.811	15.759	-9.274
6350	-22.811	5.847	-0.363
6360	-22.811	0.97	1.596
6370	-22.811	-0.342	-0.477
6380	-15.176	-0.522	-2.558
6390	-7.615	-0.682	-2.769
6400	-0.672	-0.85	-2.333
6410	5.464	-0.309	-1.785
6420	10.617	-1.35	-1.102
6430	12.87	-2.006	0.94
6440	11.732	-1.894	2.652
6450	10.401	-2.693	4.316
6460	8.215	-3.481	5.479
6470	5.797	-3.866	6.514
6480	3.504	-3.596	6.617
6490	1.248	-3.031	6.53
6500	-0.638	-2.535	6.183
6510	-1.9	-3.5	5.57
6520	-1.457	-6.426	6.095
6530	-4.258	-5.073	6.631
6540	-5.468	-4.283	6.617
6550	-5.48	-5.001	7.172
6560	-5.436	-4.711	7.739
6570	-4.472	-4.702	7.639
6580	-3.38	-4.561	7.251
6590	-2.439	-4.625	7.033
6600	-1.611	-5.162	6.825
6610	0.046	-7.247	7.44
6620	0.568	-7.865	8.685
6630	0.561	-8.437	9.581
6640	1.31	-9.328	10.153
6650	2.089	-9.766	9.928
6660	3.046	-11.003	9.48
6670	4.595	-13.606	10.203
6680	6.728	-17.978	11.817
6690	10.337	-20.523	14.053
6700	13.753	-20.523	16.059
6710	16.195	-20.523	16.059
6720	16.415	-20.523	16.059
6730	16.415	-20.523	11.972
6740	16.415	-20.523	3.054
6750	16.415	-20.523	-7.229
6760	8.234	-20.523	-18.357
6770	-11.953	-15.019	-23.167
6780	-22.811	-1.805	-23.167
6790	-22.811	6.139	-23.167
6800	-22.811	18.703	-23.167
6810	-22.811	18.703	-23.167
6820	-22.811	18.703	-23.167
6830	-22.811	18.703	-13.909
6840	-22.811	11.878	-2.137
6850	-22.811	4.6	0.875
6860	-22.811	1.592	-1.655
6870	-22.811	0.987	-5.196
6880	-17.553	0.807	-6.607
6890	-10.613	-0.924	-6.904
6900	-6.365	-1.072	-6.267
6910	-2.116	-2.463	-5.809
6920	0.781	-2.703	-6.039
6930	2.385	-3.11	-5.611
6940	5.036	-5.363	-4.478
6950	6.685	-6.069	-3.3
6960	9.841	-7.637	-2.17
6970	13.751	-10.51	-0.42
6980	16.415	-15.059	2.01
6990	16.415	-20.523	4.941
7000	16.415	-20.523	9.128
7010	12.424	-20.523	13.907
7020	5.998	-20.523	16.059
7030	1.533	-20.523	16.059
7040	0.683	-20.523	14.29
7050	0.654	-13.8	8.58
7060	0.274	-6.342	4.546
7070	-0.394	-0.268	3.03
7080	-1.304	4.109	2.075
7090	-0.962	6.307	1.661
7100	-0.789	7.216	1.799
7110	-0.677	6.355	2.386
7120	-1.503	4.973	3.222
7130	-2.561	3.345	4.263
7140	-3.818	1.659	5.537
7150	-4.728	0.137	6.54
7160	-5.015	-0.965	7.27
7170	-4.926	-1.75	7.818
7180	-3.911	-3.328	8.065
7190	-2.037	-6.184	8.984
7200	0.848	-10.47	11.01
7210	6.003	-17.944	13.093
7220	14.024	-20.523	16.059
7230	16.415	-20.523	16.059
7240	16.415	-20.523	16.059
7250	16.415	-20.523	15.197
7260	16.415	-20.523	4.921
7270	16.415	-20.523	-5.35
7280	16.415	-20.523	-12.98
7290	-4.46	-20.523	-22.538
7300	-22.811	-2.217	-23.167
7310	-22.811	18.703	-23.167
7320	-22.811	18.703	-23.167
7330	-22.811	18.703	-23.167
7340	-22.811	18.703	-23.167
7350	-22.811	18.703	-2.797
7360	-22.811	5.631	6.178
7370	-22.811	-5.008	8.692
7380	-17.874	-9.689	7.593
7390	-8.017	-11.396	5.127
7400	-1.812	-10.331	4.261
7410	2.862	-8.145	3.662
